nome_produto;preco_atual;descricao;cor;tamanhos_disponiveis;objetivo;url_site;url_imagem;loja;categoria;genero_destinado
Puma Tênis Puma Suede XL Hello KItty Feminino;649.99;"."" Tênis Puma Suede XL Hello KItty Feminino Multicolor Características Quer dar um toque divertido e cheio de estilo ao seu look? O Tênis Puma Suede XL Hello KItty é a escolha perfeita! Inspirado na herança da Puma no breakdance e na influência no streetwear moderno, este modelo traz uma abordagem nova e ousada ao clássico Suede. Feito com uma parte superior em camurça e uma tira de couro, este tênis apresenta detalhes únicos que o tornam ainda mais especial. Bordados e gravados de padrões de flores e estrelas, sobreposição de calcanhar em camurça, olho de camurça e uma língua acolchoada com a marca Puma x Hello Kitty impressa em borracha em PU. A sola mais robusta e a boca e língua exageradas dão um toque diferenciado ao design icônico do Suede, garantindo conforto e estilo em cada passo. Versatilidade Com cores vibrantes e detalhes divertidos, o Tênis Puma Suede XL Hello KItty é perfeito para compor looks despojados e cheios de personalidade. Seja para um dia de passeio com as amigas ou para um look mais streetstyle, este tênis é a escolha certa para quem quer se destacar com muito estilo. Aposte na versatilidade e no conforto desse modelo único e arrase por onde passar!""";Multicolor;Não informado;Passeio / Estilo;https://www.artwalk.com.br/tenis-puma-suede-xl-hello-kitty-feminino-40238-1-001/p;https://artwalk.vtexassets.com/arquivos/ids/576967-300-375?v=638814560253070000&width=300&height=375&aspect=true;Artwalk;Tênis;Feminino
Nike Tênis Nike Dunk Low Retro SE Masculino;899.99;Tênis Nike Dunk Low Retro Se Masculino Cinza Dê um upgrade no seu jogo de estilo com o nosso Tênis Nike Dunk Low Retro Se Masculino. Este calçado de cor cinza, atraente e discreto, é perfeito para qualquer ocasião - seja para uma corrida matinal ou para uma saída à noite. Características O que torna este tênis um verdadeiro campeão? Bem, ele é feito de material têxtil, dando-lhe uma sensação de leveza e conforto incomparáveis. A construção robusta garante durabilidade, permitindo que você use este par por muitos anos. O design clássico do Dunk Low Retro é uma homenagem aos modelos icônicos da Nike, trazendo um toque de nostalgia com um giro moderno. Versatilidade Este tênis não é apenas para mostrar - ele também é incrivelmente versátil. A cor cinza neutra é fácil de combinar com uma variedade de roupas, tornando-o um complemento perfeito para qualquer guarda-roupa. Seja você um atleta ávido ou apenas alguém que valoriza um calçado confortável para o dia a dia, este Nike Dunk Low Retro Se Masculino é uma escolha brilhante.Então, por que esperar? Adicione um pouco de estilo e conforto ao seu dia com o Tênis Nike Dunk Low Retro Se Masculino Cinza. Ele é mais do que apenas um tênis - é uma declaração de estilo.;Cinza;Não informado;Corrida / Dia a Dia;https://www.artwalk.com.br/tenis-nike-dunk-low-retro-se-masculino-hj432-9-002/p;https://artwalk.vtexassets.com/arquivos/ids/576930-300-375?v=638814444185500000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Nike Tênis Nike Shox TL Feminino;1399.99;Tênis Nike Shox TL Feminino Branco Deixe-me apresentar o Tênis Nike Shox TL Feminino na cor branca. Esse é o tipo de tênis que fará você se sentir nas nuvens, enquanto mantém um look incrível. Características Não se engane pelo visual simples, este tênis é um verdadeiro show de tecnologia. O Tênis Nike Shox TL Feminino é caracterizado por um design aerodinâmico que o torna leve e confortável. Sua cor branca dá um toque de elegância e facilidade para combinar com qualquer roupa. Conta ainda com a tecnologia Shox, que é composta por colunas e placas que trabalham juntas para absorver impactos e proporcionar uma excelente resposta ao saltar. Versatilidade Está indo para a academia, um passeio no parque ou até mesmo um encontro casual? O Tênis Nike Shox TL Feminino Branco é a escolha perfeita para todas as ocasiões. Sua versatilidade é inquestionável. Seu design elegante e minimalista combina com qualquer tipo de roupa, desde o seu conjunto de treino favorito até aquele jeans casual. E o melhor de tudo, ele é tão confortável que você vai esquecer que está usando um tênis. Então, o que você está esperando? Adicione agora mesmo o Tênis Nike Shox TL Feminino Branco ao seu carrinho e sinta a diferença que um ótimo tênis pode fazer no seu dia a dia!;Branco;Não informado;Treino / Academia;https://www.artwalk.com.br/tenis-nike-shox-tl-feminino-ar356-6-103/p;https://artwalk.vtexassets.com/arquivos/ids/576907-300-375?v=638814415942270000&width=300&height=375&aspect=true;Artwalk;Tênis;Feminino
Jordan Tênis Air Jordan 4 RM Masculino;1299.99;Tênis Air Jordan 4 RM Masculino Branco Características O Tênis Air Jordan 4 RM Masculino é a escolha perfeita para quem busca estilo e conforto em um só calçado. Com o icônico design da marca Jordan, esse tênis é produzido em material de alta qualidade, garantindo durabilidade e resistência para o seu dia a dia. Versatilidade Com sua cor branca, esse tênis é extremamente versátil, podendo ser combinado com diferentes looks e estilos. Seja para um passeio casual ou para um evento mais descontraído, o Tênis Air Jordan 4 RM Masculino é a escolha certa para quem quer estar sempre na moda e com muito conforto nos pés.;Branco;Não informado;Casual / Dia a Dia;https://www.artwalk.com.br/tenis-air-jordan-4-rm-masculino-fq793-9-140/p;https://artwalk.vtexassets.com/arquivos/ids/576877-300-375?v=638811819715570000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Vans Tênis Vans Hylane Unissex;649.99;Tênis Vans Hylane Unissex Características O Tênis Vans Hylane Unissex é o calçado perfeito para quem busca conforto e estilo em um só lugar. Feito com materiais de alta qualidade, ele oferece durabilidade e resistência para acompanhar você em todas as suas aventuras. Versatilidade Com um design clássico e atemporal, esse tênis da Vans é versátil e pode ser combinado com diferentes looks, seja para um dia casual ou para um rolê mais descontraído. Ele é fácil de combinar e vai te deixar pronto para qualquer ocasião. Garanta já o seu e arrase por aí!;Não informado;Não informado;Casual / Estilo;https://www.artwalk.com.br/tenis-vans-hylane-unissex-d1jby-s-300/p;https://artwalk.vtexassets.com/arquivos/ids/576830-300-375?v=638812111245500000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Vans Tênis Vans Hylane Masculino;649.99;Tênis Vans Hylane Masculino Características Se você é daqueles que não dispensam conforto e estilo, o Tênis Vans Hylane Masculino é a escolha perfeita para você. Feito em material resistente, esse tênis garante durabilidade e qualidade para te acompanhar em todas as aventuras do dia a dia. Versatilidade Com um design moderno e descolado, o Tênis Vans Hylane Masculino é super versátil e combina com diversos looks, desde os mais casuais até os mais despojados. Seja para um passeio no parque ou para um rolê com os amigos, esse tênis é a escolha certa para quem busca conforto e estilo em um só produto. Garanta já o seu e arrase por onde passar!;Não informado;Não informado;Dia a Dia / Passeio;https://www.artwalk.com.br/tenis-vans-hylane-masculino-d26y3-1-001/p;https://artwalk.vtexassets.com/arquivos/ids/576848-300-375?v=638811153087230000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Jordan Tênis Jordan Heir Feminino;999.99;Tênis Jordan Heir Feminino Azul Características O Tênis Jordan Heir Feminino é a combinação perfeita de estilo e conforto. Feito com materiais de alta qualidade, este tênis é durável e resistente, perfeito para acompanhar você em todas as suas aventuras. O design em azul é moderno e cheio de personalidade, garantindo que você se destaque em qualquer ocasião. Versatilidade Este tênis é versátil e pode ser usado em diversas situações. Seja para um dia de trabalho ou para um passeio no parque, o Tênis Jordan Heir Feminino é a escolha certa. Combine-o com jeans, saias ou vestidos para um look despojado e cheio de estilo. Sinta-se confiante e estilosa com este tênis exclusivo da Artwalk.;Azul;Não informado;Passeio / Trabalho;https://www.artwalk.com.br/tenis-jordan-heir-feminino-fz247-1-004/p;https://artwalk.vtexassets.com/arquivos/ids/576818-300-375?v=638810956614270000&width=300&height=375&aspect=true;Artwalk;Tênis;Feminino
Jordan Tênis Air Jordan 1 Low Infantil;999.99;Tênis Air Jordan 1 Low Infantil Branco Chega de procurar: o tênis que seu pequeno all-star merece finalmente chegou! O icônico e amado Tênis Air Jordan 1 Low está agora disponível em tamanho infantil, na cor branca. Este tênis é tudo que seu pequeno precisa para arrasar no playground ou em qualquer lugar! Características Este Tênis Air Jordan 1 Low Infantil é simplesmente estonteante. Apresentando um design clássico que nunca sai de moda, este par de tênis brancos não é apenas elegante, mas também incrivelmente confortável. Embora os detalhes exatos de materiais e confecção não estejam especificados, a qualidade superior é evidente assim que você coloca as mãos neles. Este tênis é durável e resistente, perfeito para acompanhar todas as aventuras e travessuras do seu pequeno. Versatilidade O que amamos no Air Jordan 1 Low Infantil Branco é a sua incrível versatilidade. Este tênis branco combina facilmente com qualquer roupa, seja um jeans casual para o dia a dia ou um conjunto mais arrumado para uma ocasião especial. Além disso, este tênis é perfeito para qualquer atividade, seja correr, pular, brincar ou até mesmo para um dia de aula. O Air Jordan 1 Low Infantil Branco é a escolha certa para o seu pequeno se sentir confortável e estiloso em todos os momentos. E aí, está esperando o quê? Coloque já o Tênis Air Jordan 1 Low Infantil Branco no carrinho e deixe seu pequeno brilhar!;Branco;Não informado;Casual / Dia a Dia;https://www.artwalk.com.br/tenis-air-jordan-1-low-infantil-hj995-5-100/p;https://artwalk.vtexassets.com/arquivos/ids/576739-300-375?v=638810132506000000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Jordan Tênis Air Jordan 3 Retro Masculino;1799.99;Tênis Air Jordan 3 Retro Masculino Preto Características Este Tênis Air Jordan 3 Retro Masculino é simplesmente incrível! Feito com materiais de alta qualidade, ele garante conforto e durabilidade para te acompanhar em todas as aventuras do dia a dia. Com um design moderno e cheio de estilo, este tênis é perfeito para quem gosta de se destacar. Versatilidade Com a cor preta, esse tênis combina com qualquer look, seja para um passeio no parque ou para uma balada com os amigos. Além disso, seu visual clássico e atemporal garante que ele nunca sairá de moda, sendo um investimento certeiro para o seu guarda-roupa. Se você procura um tênis que alie conforto, estilo e versatilidade, o Tênis Air Jordan 3 Retro Masculino Preto é a escolha perfeita para você!;Preto;Não informado;Dia a Dia / Passeio;https://www.artwalk.com.br/tenis-air-jordan-3-retro-masculino-ib896-7-004/p;https://artwalk.vtexassets.com/arquivos/ids/576709-300-375?v=638809307047530000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Nike Tênis Nike Air Force 1'07 LV8 Masculino;899.99;Tênis Air Force 1 ´07 Lv8 Masculino Cinza Prepare-se para se apaixonar por este clássico modernizado! O Tênis Air Force 1 ´07 Lv8 Masculino em Cinza é o amigão que todo guarda-roupa precisa. Construído para conforto e estilo, ele é a escolha perfeita para qualquer ocasião. Características O Air Force 1 ´07 Lv8 Masculino não é apenas um tênis, é uma declaração de estilo. Ele vem em um tom cinza sofisticado, que combina com tudo e mais um pouco. O design é inspirado no original Air Force 1, uma lenda dos courts de basquete que se tornou um ícone da moda de rua.Este tênis é feito para durar, com materiais de alta qualidade que garantem sua longevidade. Além disso, ele é super confortável, graças à famosa tecnologia Nike Air, que proporciona amortecimento leve e responsivo. Versatilidade Ah, a versatilidade! Este é um tênis que pode te acompanhar do escritório ao bar, da academia ao cinema. O cinza neutro é fácil de combinar e fica incrível com jeans, shorts, calças de moletom e até mesmo com algumas opções mais arrumadinhas. É a escolha perfeita para quem quer um tênis que seja mais do que apenas um tênis.Então, se você está procurando um tênis que seja tão versátil quanto elegante, o Tênis Air Force 1 ´07 Lv8 Masculino Cinza é o que você precisa. Não importa onde você vá, este tênis vai garantir que você chegue lá com estilo.;Cinza;Não informado;Academia / Basquete;https://www.artwalk.com.br/tenis-nike-air-force-1-07-lv8-masculino-ib638-8-002/p;https://artwalk.vtexassets.com/arquivos/ids/576802-300-375?v=638810412321700000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
New Balance Tênis New Balance 530 Feminino;749.99;Tênis New Balance 530 Feminino Branco Características O Tênis New Balance 530 Feminino na cor Branco é a combinação perfeita de estilo, conforto e durabilidade. Com seu cabedal composto por 46,77% de material têxtil, 33,46% de couro e 19,77% sintético, este tênis oferece uma sensação de maciez e ajuste perfeito aos pés. O forro em 100% de material têxtil proporciona respirabilidade, enquanto a palmilha feita com 90% de EVA e 10% de material têxtil garante conforto a cada passo. A sola, com 80% de EVA e 20% de borracha, oferece tração e durabilidade, tornando este tênis ideal para o dia a dia. Além disso, a cor Branco é versátil e combina facilmente com diferentes estilos, do casual ao esportivo, adicionando um toque de frescor e modernidade ao visual. Versatilidade O Tênis New Balance 530 Feminino Branco é a escolha perfeita para quem busca versatilidade. Com seu design clássico e clean, este tênis pode ser usado em diversas ocasiões, desde um look casual para o dia a dia até uma produção mais descolada para um passeio no final de semana. Sua versatilidade permite combinações com peças esportivas e casuais, garantindo conforto e estilo em todas as situações. Seja para um passeio no parque, uma ida ao shopping ou um encontro com amigos, este tênis é a opção certa para quem valoriza o conforto e a praticidade sem abrir mão do estilo.;Branco;Não informado;Esportivo / Casual;https://www.artwalk.com.br/tenis-new-balance-530-feminino-27433-7-100/p;https://artwalk.vtexassets.com/arquivos/ids/574493-300-375?v=638803241384070000&width=300&height=375&aspect=true;Artwalk;Tênis;Feminino
